epistemic_utility,smoothness_utility,aggregate_scalar_reward,unsupported_certainty_rate,calibrated_abstention_rate,selective_risk,coverage,ece,tau,seed,final_lambda
0.44533333333333336,0.5901111111111111,0.5104833333333334,0.1976284584980237,0.8023715415019763,0.3763440860215054,0.7233333333333334,0.3176549685582647,0.5,6,0.7170297475961532
0.4317777777777778,0.5780000000000001,0.49757777777777784,0.14285714285714285,0.8571428571428571,0.3922480620155039,0.7166666666666667,0.3402866665278926,0.5,7,0.6193614783653835
0.5644444444444445,0.5205555555555555,0.5446944444444445,0.09056603773584905,0.909433962264151,0.3136288998357964,0.6766666666666666,0.26447218083316604,0.5,8,0.7513596754807701
0.5913333333333334,0.5037777777777778,0.5519333333333334,0.07352941176470588,0.9264705882352942,0.2988313856427379,0.6655555555555556,0.2527951738706307,0.5,9,0.6667668269230765
0.6039999999999999,0.47355555555555556,0.5453000000000001,0.06521739130434782,0.9347826086956522,0.296551724137931,0.6444444444444445,0.24730672554682065,0.5,10,0.7485516826923064
0.47466666666666674,0.6160000000000001,0.5382666666666668,0.20306513409961685,0.7969348659003831,0.3502994011976048,0.7422222222222222,0.297949335034355,0.5,11,0.7274939903846172
0.49911111111111117,0.5471111111111111,0.5207111111111112,0.08745247148288973,0.9125475285171103,0.3546325878594249,0.6955555555555556,0.30333273567636826,0.5,12,0.6584239783653852
0.4766666666666667,0.5627777777777778,0.5154166666666666,0.1524822695035461,0.8475177304964538,0.3663522012578616,0.7066666666666667,0.31635523280148903,0.5,13,0.7505138221153826
0.5164444444444445,0.5806666666666667,0.5453444444444445,0.16475095785440613,0.8352490421455939,0.33126934984520123,0.7177777777777777,0.2833821838953078,0.5,14,0.7413416466346177
0.47977777777777775,0.5334444444444445,0.5039277777777778,0.11619718309859155,0.8838028169014085,0.3737864077669903,0.6866666666666666,0.3224676713202971,0.5,15,0.8206550480769228
0.4682222222222222,0.6025555555555556,0.5286722222222222,0.19330855018587362,0.8066914498141264,0.35909090909090907,0.7333333333333333,0.3133947439937227,0.5,16,0.6500180288461537
